141	37867	Female	China	false
120	41596	Female	United States	false
129	23720	Male	Bulgaria	false
33	28793	Female	Mauritius	true
25	38296	Male	France	true
43	42425	Female	United States	true
64	25149	Female	China	false
113	31049	Male	China	true
138	36478	Female	Gambia	true
112	28680	Female	Brazil	true
26	23924	Male	Latvia	true
72	22013	Male	Serbia	true
74	46105	Male	Russia	true
51	30000	Male	Ukraine	true
114	37188	Male	China	false
37	31709	Female	Indonesia	false
84	33307	Female	Indonesia	false
150	38260	Female	Botswana	true
122	41788	Male	Thailand	true
24	42741	Male	Zimbabwe	true
23	33975	Male	Poland	false
88	21098	Male	Uruguay	false
29	41062	Male	Thailand	false
21	22424	Male	China	true
66	34375	Male	China	false
96	30660	Male	Germany	false
32	33719	Male	Russia	false
72	36559	Female	Brazil	false
120	30441	Female	China	false
135	35534	Female	China	true
145	24315	Male	Bulgaria	true
59	27864	Female	South Africa	true
35	39420	Female	Greece	false
120	30491	Female	Poland	true
37	28438	Male	Botswana	true
60	40521	Male	New Zealand	true
55	25326	Female	Poland	false
85	26324	Female	Russia	true
49	22504	Female	Croatia	false
143	40736	Male	China	true
32	41769	Male	Indonesia	false
21	22615	Male	Sweden	true
72	37273	Male	Israel	true
20	47231	Male	Russia	true
38	30862	Female	Ukraine	true
37	34015	Female	Portugal	true
112	41238	Female	Venezuela	false
21	48144	Male	El Salvador	true
57	22292	Male	Argentina	false
106	35670	Male	Yemen	true
100	34503	Male	Indonesia	true
90	49594	Female	Indonesia	false
94	33338	Male	Indonesia	true
132	43998	Male	Fiji	true
126	44548	Female	Vietnam	false
66	21897	Male	Pakistan	true
78	22050	Male	Indonesia	false
110	38920	Female	Indonesia	false
23	21341	Female	Nigeria	true
28	30298	Female	Jordan	false
149	41795	Female	Sweden	true
144	30194	Female	China	false
97	21985	Female	Russia	true
106	45600	Male	Gambia	true
123	38874	Female	Brazil	true
82	33097	Male	Poland	false
58	39507	Female	Slovenia	false
98	47678	Male	Finland	true
148	22870	Female	Burkina Faso	true
23	37325	Male	Czech Republic	true
136	24363	Female	Sweden	false
94	22778	Male	China	true
145	46381	Male	Argentina	true
67	26191	Male	Botswana	false
78	38134	Female	Malaysia	true
45	24598	Male	Philippines	false
66	34470	Female	Philippines	false
46	48974	Male	Russia	true
55	23517	Male	China	true
140	45278	Female	Brazil	false
61	47022	Female	Russia	false
109	34922	Male	Mexico	false
35	27591	Male	Serbia	false
117	21695	Female	Russia	false
22	29403	Male	Indonesia	false
107	41751	Female	Portugal	false
40	38915	Male	Japan	true
114	24612	Female	China	true
21	26948	Female	China	false
119	46929	Male	Sweden	false
57	42943	Male	Brazil	true
81	47770	Male	Indonesia	true
119	44656	Male	Poland	true
37	20689	Female	Russia	false
118	47209	Male	Spain	false
64	45160	Female	Indonesia	true
37	43674	Female	Brazil	false
43	30158	Male	Indonesia	true
93	42728	Male	China	false
129	33757	Female	China	true
21	28822	Male	South Africa	false
129	26814	Male	Poland	false
63	21296	Female	Chile	true
33	40186	Male	Portugal	true
70	32949	Female	Ukraine	false
23	44501	Male	Mongolia	true
118	47428	Male	Spain	true
114	48584	Female	China	false
131	43661	Female	China	true
111	24854	Female	Senegal	false
42	21346	Male	Indonesia	false
23	39666	Female	Poland	true
142	27402	Male	China	false
85	42531	Female	Serbia	false
128	26902	Female	Indonesia	false
146	46063	Male	China	false
109	36583	Male	China	true
117	25112	Male	Belgium	false
114	31370	Female	Indonesia	false
144	38938	Male	China	true
132	41405	Female	China	false
67	39934	Male	Finland	false
124	44223	Female	Sweden	true
119	35172	Female	Venezuela	true
62	41480	Female	China	true
96	36066	Male	Colombia	true
23	39068	Female	Palestinian Territory	true
61	25443	Male	Cameroon	true
126	42238	Male	Poland	false
62	25621	Male	South Korea	false
130	49455	Male	China	true
147	32121	Female	Japan	true
74	47568	Female	China	true
80	43459	Female	Indonesia	true
74	40357	Female	Ghana	false
55	49978	Female	Philippines	false
141	46960	Male	Russia	false
122	48195	Male	Russia	false
41	38157	Male	France	true
70	33651	Male	China	true
58	47092	Male	Poland	true
58	49479	Female	Philippines	true
75	36467	Male	China	false
38	46075	Male	France	true
51	30057	Male	Indonesia	false
59	33457	Female	Russia	false
30	30289	Female	Brazil	false
38	33658	Male	Comoros	true
120	36836	Male	Russia	false
42	20690	Female	Ukraine	false
68	26480	Male	Mauritius	false
141	32234	Male	Russia	false
45	47290	Male	China	false
96	38687	Female	Poland	false
34	29366	Female	Mongolia	true
55	20416	Female	Poland	true
100	45061	Male	Ukraine	false
49	27146	Female	Nigeria	true
76	29087	Female	France	true
39	36337	Male	France	false
56	29694	Male	Russia	true
70	30871	Male	Czech Republic	false
81	22799	Female	Azerbaijan	false
122	26209	Female	Russia	true
147	22051	Female	Philippines	false
76	21560	Male	Japan	false
30	31037	Male	Latvia	false
148	44802	Female	Haiti	true
65	35842	Female	China	true
35	45203	Male	Uzbekistan	false
26	25847	Female	Japan	false
38	26631	Male	Madagascar	false
86	36657	Male	Indonesia	true
74	43529	Male	China	false
70	41991	Female	Poland	true
35	25809	Male	China	true
36	20885	Male	Ireland	true
58	47686	Male	Belarus	false
82	28960	Male	Indonesia	true
134	21709	Female	China	false
120	45192	Female	Indonesia	false
53	35146	Male	Sweden	true
49	44234	Female	Venezuela	false
84	34911	Female	Poland	false
63	37451	Male	Peru	true
82	42611	Male	Sweden	true
74	21974	Male	Latvia	true
134	42096	Male	China	false
131	29706	Female	Philippines	false
55	20359	Male	Brazil	true
134	23771	Female	Argentina	true
46	30770	Female	Russia	true
20	21899	Female	Philippines	false
132	20378	Male	China	true
48	21140	Female	Indonesia	false
139	36200	Male	Ukraine	false
125	39508	Male	Philippines	true
29	45761	Male	Philippines	false
99	49667	Male	Norway	true
54	40924	Male	Brazil	false
23	23088	Female	China	false
107	48989	Male	Paraguay	false
75	21445	Female	Indonesia	true
115	49720	Male	Argentina	true
47	45705	Female	Madagascar	true
70	24338	Male	China	false
61	45023	Male	Ghana	false
40	43801	Male	China	false
99	40099	Female	Poland	true
129	22521	Female	Sweden	false
107	45088	Female	Thailand	true
39	48951	Female	Guatemala	true
46	29431	Male	China	true
72	43008	Male	Poland	true
35	49019	Female	Russia	true
68	20393	Female	Indonesia	false
124	22336	Male	Mexico	true
90	25764	Male	China	false
81	37248	Male	China	false
112	32162	Female	China	false
57	32154	Male	Indonesia	false
50	38336	Female	Chile	false
135	26464	Male	Pakistan	false
123	26393	Male	Ethiopia	false
109	24649	Female	China	false
35	30835	Male	China	true
60	28563	Female	Peru	true
101	39771	Male	France	false
46	42854	Female	China	true
83	43761	Female	China	true
47	39033	Female	China	true
122	30441	Female	Palestinian Territory	true
47	40420	Female	Brazil	false
110	32873	Male	Japan	true
106	21586	Female	Philippines	true
44	25904	Male	Indonesia	false
41	27658	Female	Brazil	false
102	34917	Male	Russia	false
144	37045	Female	Slovenia	false
120	39741	Female	Indonesia	true
45	45175	Female	Brazil	true
78	36060	Female	U.S. Virgin Islands	true
34	28465	Female	Indonesia	true
55	29125	Female	Democratic Republic of the Congo	false
76	43085	Female	China	false
62	27724	Male	Norway	true
104	41244	Female	China	true
55	29453	Female	Indonesia	false
104	48362	Male	China	true
77	44883	Female	Mexico	false
54	46431	Male	Somalia	false
141	48301	Male	Poland	true
30	24384	Male	Portugal	true
119	21478	Female	China	true
56	25968	Male	Poland	false
141	39688	Male	Indonesia	true
69	47858	Male	Cambodia	true
56	37420	Female	China	true
50	45744	Female	Ecuador	false
131	38607	Male	China	true
40	22357	Male	France	true
20	32928	Female	Philippines	true
61	21995	Male	Zimbabwe	true
75	26225	Male	Indonesia	true
42	45033	Male	China	true
150	46852	Male	Morocco	true
64	43736	Male	Philippines	false
135	31155	Male	Angola	true
26	22183	Male	South Africa	false
113	39114	Female	Indonesia	true
130	24046	Male	Malaysia	false
95	26553	Male	United States	false
22	25176	Male	China	true
38	36492	Male	China	true
115	27083	Male	Indonesia	true
81	37492	Female	China	false
69	42120	Female	Mexico	true
21	31343	Male	Italy	false
120	21148	Male	China	false
139	43891	Male	China	false
113	36993	Female	Philippines	true
133	20361	Male	China	false
86	23244	Male	Poland	false
77	21511	Male	Russia	false
79	46103	Female	Russia	false
38	48191	Female	Honduras	true
131	42695	Male	Poland	false
142	21461	Female	Sweden	true
96	45145	Female	Russia	false
86	26492	Female	Philippines	false
63	36040	Female	China	true
102	30370	Female	United States	true
66	45207	Male	Indonesia	false
28	29996	Female	Peru	false
55	35642	Male	Ecuador	false
139	35568	Male	Russia	false
77	44879	Female	Poland	false
96	45735	Male	Lithuania	false
94	46902	Female	Philippines	false
116	35168	Male	Russia	true
114	42229	Male	Vietnam	false
141	35377	Male	France	true
22	32156	Male	China	true
50	48749	Female	France	false
81	46839	Female	Portugal	true
115	49027	Male	Poland	false
42	31437	Male	Comoros	true
48	35096	Male	Japan	false
148	28323	Female	Sweden	true
115	45973	Female	Denmark	false
31	34626	Female	Indonesia	false
57	41268	Female	Guatemala	true
63	40669	Female	Japan	true
66	47506	Female	China	true
73	20188	Male	Guatemala	true
84	20199	Female	South Korea	false
55	42838	Female	Indonesia	true
139	45122	Male	Russia	true
44	25169	Male	Paraguay	true
143	47086	Female	Ukraine	false
33	38865	Male	China	true
25	25610	Male	China	false
79	36103	Female	Palestinian Territory	false
136	23576	Female	China	false
71	26349	Female	Indonesia	true
60	39456	Female	Portugal	false
110	40834	Male	Pakistan	false
22	35132	Male	Egypt	true
26	24041	Female	Indonesia	false
132	24384	Male	Kazakhstan	false
113	32024	Female	Indonesia	true
147	36284	Male	China	true
54	30625	Male	China	false
112	40478	Male	Indonesia	true
71	37453	Male	Mongolia	true
70	38222	Female	Brazil	false
134	48992	Female	Malaysia	false
108	27952	Female	Panama	false
148	37255	Male	United States	false
49	48234	Female	Russia	true
58	41069	Male	Indonesia	false
85	37317	Female	Philippines	true
142	32247	Male	Democratic Republic of the Congo	true
54	23744	Male	Portugal	false
55	38545	Male	China	true
139	36105	Female	Argentina	true
100	47672	Male	Ireland	true
70	22121	Female	Mali	false
36	32627	Male	Denmark	true
63	43850	Female	Russia	false
25	48557	Male	China	true
105	28462	Male	Sri Lanka	true
47	49849	Male	Slovenia	true
39	20168	Male	Pakistan	true
28	43435	Male	China	false
60	29942	Female	China	false
150	22545	Male	Malaysia	false
117	28224	Female	Russia	false
109	47500	Female	China	false
137	33333	Female	Armenia	false
66	30224	Male	Ukraine	false
90	43529	Female	Iran	false
136	23324	Female	France	false
44	32078	Female	Russia	false
20	31983	Female	Brazil	false
98	38941	Male	Pakistan	false
36	42709	Female	Bangladesh	false
28	44687	Female	China	true
45	41317	Male	Indonesia	true
80	35899	Female	Armenia	false
22	41572	Female	Nigeria	false
48	31588	Female	Russia	false
141	30033	Male	China	true
66	33930	Male	Philippines	true
86	42192	Female	Russia	true
146	35217	Male	China	false
88	46379	Male	Uruguay	true
57	36788	Female	South Africa	false
23	35780	Female	Indonesia	true
99	22665	Female	Tajikistan	true
23	38983	Female	China	true
146	43632	Male	Indonesia	false
26	27350	Female	Colombia	false
43	22523	Male	Czech Republic	true
97	37095	Male	Russia	true
146	30341	Male	Colombia	true
28	43260	Male	Indonesia	true
37	48148	Female	Moldova	true
42	33111	Male	Portugal	false
132	39952	Female	Russia	true
49	22297	Male	China	true
64	25352	Female	Ukraine	false
42	36334	Female	China	false
60	34867	Male	China	true
98	36304	Female	Netherlands	false
102	45681	Female	Indonesia	true
119	22279	Female	Malaysia	true
102	36135	Male	Portugal	false
40	21006	Female	Colombia	false
67	33682	Female	Norway	true
24	42932	Female	Philippines	false
86	46222	Female	Russia	false
67	32564	Male	Philippines	true
115	33303	Female	Mexico	false
143	24803	Female	Russia	true
126	26537	Female	China	true
70	29813	Female	China	true
120	38927	Male	Yemen	true
145	46250	Male	Sudan	true
50	42537	Female	Indonesia	true
35	46102	Female	Russia	true
64	49180	Male	Indonesia	false
106	29242	Male	Indonesia	false
130	31306	Female	Peru	false
44	21302	Female	Russia	false
27	21745	Female	Brazil	false
67	35322	Female	Czech Republic	true
87	40628	Male	Indonesia	true
52	44129	Male	Japan	true
34	42024	Female	United States	true
111	38773	Male	Thailand	true
112	49342	Male	Indonesia	true
147	49266	Male	Russia	true
148	40011	Female	Indonesia	true
47	35853	Male	Brazil	true
106	21861	Female	Cuba	true
89	24036	Female	Czech Republic	false
138	36843	Male	Portugal	true
84	43853	Female	Mexico	true
65	29912	Male	Indonesia	true
84	21072	Male	Indonesia	true
97	22457	Male	Indonesia	true
136	20210	Male	United States	false
59	22595	Female	Sweden	false
87	23536	Female	Russia	true
80	22718	Male	Philippines	true
98	40530	Male	South Korea	false
124	45268	Female	Indonesia	false
30	45276	Female	Thailand	true
96	30610	Male	Cuba	true
42	26875	Male	Peru	false
68	28960	Male	Indonesia	true
91	40811	Female	France	false
107	44223	Female	China	true
120	30741	Female	Uzbekistan	true
24	45884	Male	Syria	false
94	32232	Female	Ukraine	true
21	47118	Male	North Korea	true
119	47300	Male	China	true
131	20243	Female	Russia	true
91	35325	Female	Japan	false
41	41010	Female	Indonesia	false
58	40727	Female	France	true
29	25935	Male	Indonesia	true
41	23133	Male	China	true
32	31620	Female	Philippines	false
104	23994	Male	France	false
110	29579	Male	Kenya	true
95	36884	Female	France	false
108	34995	Female	Bolivia	true
92	20448	Female	Mexico	false
84	49390	Male	China	true
101	29249	Male	China	true
119	43311	Female	Philippines	false
131	25396	Male	Liechtenstein	false
75	23176	Male	Philippines	false
108	47510	Male	Indonesia	true
29	26139	Male	Brazil	true
102	43018	Female	Portugal	false
118	42307	Male	Indonesia	true
77	45394	Male	Sweden	false
23	44489	Male	Bosnia and Herzegovina	false
83	27149	Male	Japan	true
143	25057	Female	China	false
148	36291	Male	Vietnam	false
98	25463	Male	China	true
102	38057	Female	Croatia	true
86	29371	Male	Peru	true
127	30518	Male	China	true
150	30057	Male	Azerbaijan	true
51	29367	Female	Nicaragua	true
42	47420	Female	Portugal	true
125	28922	Male	Netherlands	false
37	20158	Female	Portugal	true
124	25524	Female	Portugal	true
21	31447	Female	Peru	false
29	25963	Female	China	false
80	45122	Male	Uganda	true
53	47974	Female	Mongolia	false
134	36976	Male	France	true
54	27019	Female	Philippines	true
43	22910	Female	Portugal	true
67	40102	Female	Indonesia	false
74	26087	Female	Slovenia	false
95	23958	Male	Russia	false
44	38410	Female	Croatia	true
71	33458	Male	China	false
118	28594	Female	Indonesia	false
120	43941	Female	China	true
49	30762	Female	Ukraine	true
66	27097	Female	Portugal	false
139	45000	Male	France	true
103	34072	Female	Cuba	true
28	20217	Male	Afghanistan	true
75	40676	Male	Nigeria	false
90	36685	Male	United States	false
138	35111	Female	Bulgaria	true
29	42009	Male	Brazil	false
21	46601	Male	Argentina	true
109	23864	Female	Vietnam	false
56	49301	Male	Poland	false
103	23753	Female	China	true
96	46597	Male	Portugal	true
68	33214	Female	Poland	false
65	47033	Male	Saudi Arabia	true
96	39802	Male	China	true
37	39754	Male	Japan	true
132	49383	Female	Russia	false
59	47503	Male	Bangladesh	false
97	22783	Male	China	false
99	46251	Female	Kazakhstan	true
25	33805	Male	Mexico	false
145	45054	Female	Finland	false
31	23136	Male	Equatorial Guinea	true
61	43146	Female	Ukraine	false
141	28822	Female	Norway	true
32	30896	Male	Peru	true
101	38786	Female	Afghanistan	true
42	27634	Male	Indonesia	true
27	29562	Female	China	true
149	28992	Male	Indonesia	true
104	22562	Male	China	true
40	41422	Female	United States	false
85	42214	Female	China	false
59	31460	Female	Comoros	true
52	23035	Male	Peru	false
20	34490	Female	Russia	false
21	29327	Female	Poland	false
55	24393	Female	Argentina	true
124	46459	Female	Brazil	false
123	30568	Male	Thailand	true
137	34741	Male	Ukraine	false
105	46988	Female	Portugal	false
129	32964	Female	France	false
131	27373	Male	Azerbaijan	true
22	32228	Male	Poland	true
116	29595	Male	Indonesia	true
24	20918	Female	Philippines	true
89	45564	Male	China	true
91	25598	Female	France	false
108	21799	Male	Brazil	false
73	27569	Male	Netherlands	false
126	29219	Male	Indonesia	true
109	28839	Male	Indonesia	false
149	20762	Male	Slovenia	false
114	44487	Female	Albania	true
26	41220	Male	Ukraine	true
47	38618	Female	Peru	false
58	22554	Female	Kazakhstan	false
58	41557	Female	Egypt	true
141	27128	Female	Sweden	true
139	41573	Male	Greece	true
137	43530	Male	Serbia	false
85	45561	Female	Russia	false
123	23613	Female	China	true
82	21093	Female	France	false
143	25187	Female	Indonesia	true
58	27147	Male	China	true
147	42152	Male	Haiti	false
136	39894	Male	China	false
52	31267	Female	Philippines	false
124	23669	Male	Philippines	true
41	35824	Male	Indonesia	true
59	32467	Male	Haiti	false
98	27026	Female	Portugal	false
69	35821	Male	Philippines	false
92	20210	Female	China	true
50	45248	Male	China	false
95	31099	Female	Russia	true
63	35275	Male	Sweden	true
85	32321	Male	China	false
114	49501	Male	Saudi Arabia	true
97	48427	Male	Malaysia	true
26	46559	Male	Nigeria	true
112	38277	Female	Ukraine	true
29	47903	Male	France	false
102	37360	Female	Russia	false
107	27258	Male	France	false
28	29276	Female	Portugal	true
102	24658	Female	Thailand	false
100	43344	Male	Russia	true
90	20865	Female	Palestinian Territory	false
148	37590	Female	Argentina	false
87	26455	Female	Argentina	true
146	46447	Female	Poland	true
78	40930	Male	Finland	true
135	26380	Female	Sweden	true
77	36264	Female	China	true
125	29757	Female	Philippines	true
68	44368	Male	United States	true
64	27374	Female	South Africa	true
150	27566	Male	Philippines	true
67	22702	Female	Azerbaijan	false
35	28276	Female	Indonesia	true
94	26050	Female	China	false
20	32319	Female	China	true
142	35932	Female	China	true
51	43480	Female	United States	true
43	34392	Female	Brazil	true
22	41481	Female	China	true
110	26687	Male	Philippines	true
63	49757	Male	China	true
77	32667	Male	China	true
31	26606	Female	United States	false
132	48120	Male	Japan	false
67	34678	Female	China	false
146	38982	Female	Indonesia	true
101	39729	Male	Portugal	false
83	33168	Female	Russia	false
94	30841	Female	Thailand	false
26	24518	Male	Portugal	false
38	49715	Female	Peru	true
99	40052	Female	Indonesia	false
105	44125	Male	Syria	true
104	21115	Female	Bulgaria	true
34	45583	Male	Malta	true
136	28700	Male	Russia	false
46	45483	Male	Greece	false
54	31412	Male	Russia	true
22	26905	Male	Russia	true
53	30330	Male	China	false
20	36568	Female	Poland	true
112	20595	Male	Peru	true
150	33348	Male	France	false
72	44849	Male	China	false
128	48624	Male	China	false
33	40982	Male	Argentina	false
23	24475	Female	Portugal	false
102	33599	Male	Finland	true
101	20308	Female	China	false
35	33492	Female	Lithuania	true
25	24209	Male	Greece	true
146	45526	Female	Philippines	true
138	45818	Male	Cameroon	false
22	25623	Male	China	false
135	36706	Female	China	false
87	26821	Female	China	false
95	40185	Female	Brazil	false
116	42142	Male	Czech Republic	true
37	34214	Female	France	true
60	24595	Female	Yemen	true
92	45097	Male	Argentina	true
142	46269	Male	Russia	true
96	39768	Male	Poland	true
28	21430	Male	Indonesia	false
27	40795	Female	Comoros	true
41	43627	Male	Japan	true
30	40488	Female	China	false
51	35627	Female	Canada	true
37	49232	Female	Iran	true
121	24865	Female	Philippines	true
81	34018	Male	Czech Republic	true
126	41778	Female	China	true
136	20163	Female	United States	false
80	43406	Female	Russia	false
48	39091	Male	Mozambique	true
135	28083	Female	Japan	true
119	21680	Female	United States	true
60	35359	Male	Colombia	false
24	46642	Female	China	true
112	47101	Female	Sweden	true
71	42285	Male	Mexico	false
114	47161	Female	Portugal	false
102	28610	Female	China	true
22	26268	Male	United States	true
37	48870	Female	Armenia	true
119	39849	Male	Bosnia and Herzegovina	true
70	27436	Male	China	false
107	38584	Male	Brazil	true
41	27422	Male	Finland	true
98	47999	Female	Russia	false
83	48203	Female	Indonesia	true
39	43890	Female	Philippines	false
118	35682	Male	Malta	true
59	42971	Female	France	false
27	31362	Female	Germany	true
99	37930	Female	Indonesia	false
113	49862	Female	United Kingdom	true
95	34694	Female	United States	true
25	35722	Male	Indonesia	true
94	31058	Male	Indonesia	true
107	26555	Female	Bulgaria	false
77	22312	Male	Indonesia	false
88	21900	Female	Bulgaria	false
40	49146	Female	Philippines	false
51	33221	Female	Brazil	true
80	39149	Male	China	false
84	23094	Female	Russia	true
123	26802	Male	Vietnam	false
49	34180	Female	China	true
22	31509	Female	Indonesia	true
90	34352	Male	China	false
89	22602	Male	Indonesia	true
111	38651	Male	Poland	false
38	41043	Male	Poland	false
124	32718	Female	China	true
82	23064	Female	Latvia	false
109	34494	Male	China	true
118	40835	Male	China	false
74	48879	Female	China	true
127	37025	Male	Peru	false
124	37672	Female	Botswana	true
69	41123	Female	Sweden	true
69	29101	Male	Czech Republic	false
149	30099	Female	United States	false
132	31076	Female	Indonesia	false
47	38926	Male	Myanmar	false
60	42553	Male	Nigeria	false
103	42133	Male	Greece	true
127	24663	Female	Indonesia	false
116	48074	Male	Peru	false
26	39481	Female	Philippines	false
51	28646	Female	Saudi Arabia	false
130	33425	Female	Indonesia	true
145	36103	Female	Indonesia	true
33	47423	Male	Portugal	true
137	20556	Male	China	true
134	44254	Male	Poland	true
113	38318	Male	China	false
132	44814	Female	Indonesia	false
102	23875	Male	Indonesia	false
40	42385	Male	Thailand	false
20	22123	Male	China	true
123	45772	Male	Spain	false
120	31705	Male	Guatemala	true
138	43163	Male	Spain	false
83	36971	Male	China	true
83	31317	Female	Japan	true
143	35060	Male	Poland	false
40	22161	Male	Ghana	false
74	39289	Female	China	true
48	28863	Male	Indonesia	true
146	25210	Female	Ukraine	true
106	35423	Female	Philippines	false
26	38321	Female	Ireland	true
45	32405	Female	Nepal	false
107	27368	Male	Poland	false
114	23778	Male	Kyrgyzstan	true
63	31619	Male	Philippines	true
71	46485	Female	Thailand	false
97	35544	Female	Syria	false
127	39785	Male	China	false
124	24236	Male	Ukraine	false
81	20608	Female	Philippines	false
124	48348	Female	Indonesia	true
124	41238	Male	Bulgaria	true
67	45932	Female	China	true
123	32725	Female	Canada	false
28	32011	Female	Russia	true
150	30248	Female	Myanmar	true
23	49306	Female	Poland	true
54	43423	Male	Armenia	true
89	45983	Male	Russia	false
110	32634	Male	Indonesia	true
149	43746	Female	Kazakhstan	true
53	48010	Male	Peru	false
56	20835	Male	France	true
44	30512	Male	Kazakhstan	false
150	44593	Male	Vietnam	true
39	23837	Female	Portugal	false
113	26455	Male	Netherlands	false
88	30029	Male	France	false
116	34686	Male	China	false
117	47688	Male	China	true
23	36230	Female	Russia	false
134	46871	Male	China	false
105	21103	Male	Poland	false
99	21649	Female	China	false
122	43030	Male	China	false
95	29441	Female	Canada	false
109	37738	Female	Japan	false
128	38551	Male	Nigeria	false
100	40736	Male	United States	false
136	43864	Female	Philippines	false
38	26771	Female	Libya	true
33	23606	Male	Moldova	true
60	20100	Female	China	true
112	47967	Female	Japan	true
145	24766	Male	Estonia	true
102	27539	Female	Yemen	false
120	26568	Male	Japan	false
29	41341	Male	Nicaragua	true
119	33027	Male	Canada	true
52	26711	Male	Sweden	false
114	38227	Female	China	true
125	38343	Male	Indonesia	false
119	35878	Male	Ethiopia	true
106	35967	Male	Philippines	false
24	35331	Male	Russia	true
80	34467	Female	United States	false
68	43004	Female	Israel	true
